id,grade,subject,unit,lesson,question_number,question
564,2,Math,8,2,4,What is 24 minus 6?
565,2,Math,8,2,5,What is 25 minus 7?
566,2,Math,8,3,1,What is 31 minus 4?
567,2,Math,8,3,2,What is 32 minus 5?
568,2,Math,8,3,3,What is 33 minus 6?
569,2,Math,8,3,4,What is 34 minus 7?
570,2,Math,8,3,5,What is 35 minus 8?
571,2,Math,9,1,1,What is 21 minus 3?
572,2,Math,9,1,2,What is 22 minus 4?
573,2,Math,9,1,3,What is 23 minus 5?
574,2,Math,9,1,4,What is 24 minus 6?
575,2,Math,9,1,5,What is 25 minus 7?
576,2,Math,9,2,1,What is 31 minus 4?
577,2,Math,9,2,2,What is 32 minus 5?
578,2,Math,9,2,3,What is 33 minus 6?
579,2,Math,9,2,4,What is 34 minus 7?
580,2,Math,9,2,5,What is 35 minus 8?
581,2,Math,9,3,1,What is 11 minus 5?
582,2,Math,9,3,2,What is 12 minus 6?
583,2,Math,9,3,3,What is 13 minus 7?
584,2,Math,9,3,4,What is 14 minus 8?
585,2,Math,9,3,5,What is 15 minus 9?
586,2,Math,10,1,1,What is 31 minus 4?
587,2,Math,10,1,2,What is 32 minus 5?
588,2,Math,10,1,3,What is 33 minus 6?
589,2,Math,10,1,4,What is 34 minus 7?
590,2,Math,10,1,5,What is 35 minus 8?
591,2,Math,10,2,1,What is 11 minus 5?
592,2,Math,10,2,2,What is 12 minus 6?
593,2,Math,10,2,3,What is 13 minus 7?
594,2,Math,10,2,4,What is 14 minus 8?
595,2,Math,10,2,5,What is 15 minus 9?
596,2,Math,10,3,1,What is 21 minus 6?
597,2,Math,10,3,2,What is 22 minus 7?
598,2,Math,10,3,3,What is 23 minus 8?
599,2,Math,10,3,4,What is 24 minus 9?
600,2,Math,10,3,5,What is 25 minus 1?
601,2,English,1,1,1,Make a simple sentence using the word 'farmer'.
602,2,English,1,1,2,Make a simple sentence using the word 'child'.
603,2,English,1,1,3,Make a simple sentence using the word 'bird'.
604,2,English,1,1,4,Make a simple sentence using the word 'boy'.
605,2,English,1,1,5,Make a simple sentence using the word 'girl'.
606,2,English,1,2,1,Make a simple sentence using the word 'child'.
607,2,English,1,2,2,Make a simple sentence using the word 'bird'.
608,2,English,1,2,3,Make a simple sentence using the word 'boy'.
609,2,English,1,2,4,Make a simple sentence using the word 'girl'.
610,2,English,1,2,5,Make a simple sentence using the word 'teacher'.
611,2,English,1,3,1,Make a simple sentence using the word 'bird'.
612,2,English,1,3,2,Make a simple sentence using the word 'boy'.
613,2,English,1,3,3,Make a simple sentence using the word 'girl'.
614,2,English,1,3,4,Make a simple sentence using the word 'teacher'.
615,2,English,1,3,5,Make a simple sentence using the word 'farmer'.
616,2,English,2,1,1,Make a simple sentence using the word 'child'.
617,2,English,2,1,2,Make a simple sentence using the word 'bird'.
618,2,English,2,1,3,Make a simple sentence using the word 'boy'.
619,2,English,2,1,4,Make a simple sentence using the word 'girl'.
620,2,English,2,1,5,Make a simple sentence using the word 'teacher'.
621,2,English,2,2,1,Make a simple sentence using the word 'bird'.
622,2,English,2,2,2,Make a simple sentence using the word 'boy'.
623,2,English,2,2,3,Make a simple sentence using the word 'girl'.
624,2,English,2,2,4,Make a simple sentence using the word 'teacher'.
625,2,English,2,2,5,Make a simple sentence using the word 'farmer'.
626,2,English,2,3,1,Make a simple sentence using the word 'boy'.
627,2,English,2,3,2,Make a simple sentence using the word 'girl'.
628,2,English,2,3,3,Make a simple sentence using the word 'teacher'.
629,2,English,2,3,4,Make a simple sentence using the word 'farmer'.
630,2,English,2,3,5,Make a simple sentence using the word 'child'.
631,2,English,3,1,1,Make a simple sentence using the word 'bird'.
632,2,English,3,1,2,Make a simple sentence using the word 'boy'.
633,2,English,3,1,3,Make a simple sentence using the word 'girl'.
634,2,English,3,1,4,Make a simple sentence using the word 'teacher'.
635,2,English,3,1,5,Make a simple sentence using the word 'farmer'.
636,2,English,3,2,1,Make a simple sentence using the word 'boy'.
637,2,English,3,2,2,Make a simple sentence using the word 'girl'.
638,2,English,3,2,3,Make a simple sentence using the word 'teacher'.
639,2,English,3,2,4,Make a simple sentence using the word 'farmer'.
640,2,English,3,2,5,Make a simple sentence using the word 'child'.
641,2,English,3,3,1,Make a simple sentence using the word 'girl'.
642,2,English,3,3,2,Make a simple sentence using the word 'teacher'.
643,2,English,3,3,3,Make a simple sentence using the word 'farmer'.
644,2,English,3,3,4,Make a simple sentence using the word 'child'.
645,2,English,3,3,5,Make a simple sentence using the word 'bird'.
646,2,English,4,1,1,Make a simple sentence using the word 'boy'.
647,2,English,4,1,2,Make a simple sentence using the word 'girl'.
648,2,English,4,1,3,Make a simple sentence using the word 'teacher'.
649,2,English,4,1,4,Make a simple sentence using the word 'farmer'.
650,2,English,4,1,5,Make a simple sentence using the word 'child'.
651,2,English,4,2,1,Make a simple sentence using the word 'girl'.
652,2,English,4,2,2,Make a simple sentence using the word 'teacher'.
653,2,English,4,2,3,Make a simple sentence using the word 'farmer'.
654,2,English,4,2,4,Make a simple sentence using the word 'child'.
655,2,English,4,2,5,Make a simple sentence using the word 'bird'.
656,2,English,4,3,1,Make a simple sentence using the word 'teacher'.
657,2,English,4,3,2,Make a simple sentence using the word 'farmer'.
658,2,English,4,3,3,Make a simple sentence using the word 'child'.
659,2,English,4,3,4,Make a simple sentence using the word 'bird'.
660,2,English,4,3,5,Make a simple sentence using the word 'boy'.
661,2,English,5,1,1,Make a simple sentence using the word 'girl'.
662,2,English,5,1,2,Make a simple sentence using the word 'teacher'.
663,2,English,5,1,3,Make a simple sentence using the word 'farmer'.
664,2,English,5,1,4,Make a simple sentence using the word 'child'.
665,2,English,5,1,5,Make a simple sentence using the word 'bird'.
666,2,English,5,2,1,Make a simple sentence using the word 'teacher'.
667,2,English,5,2,2,Make a simple sentence using the word 'farmer'.
668,2,English,5,2,3,Make a simple sentence using the word 'child'.
669,2,English,5,2,4,Make a simple sentence using the word 'bird'.
670,2,English,5,2,5,Make a simple sentence using the word 'boy'.
671,2,English,5,3,1,Make a simple sentence using the word 'farmer'.
672,2,English,5,3,2,Make a simple sentence using the word 'child'.
673,2,English,5,3,3,Make a simple sentence using the word 'bird'.
674,2,English,5,3,4,Make a simple sentence using the word 'boy'.
675,2,English,5,3,5,Make a simple sentence using the word 'girl'.
676,2,English,6,1,1,Make a simple sentence using the word 'teacher'.
677,2,English,6,1,2,Make a simple sentence using the word 'farmer'.
678,2,English,6,1,3,Make a simple sentence using the word 'child'.
679,2,English,6,1,4,Make a simple sentence using the word 'bird'.
680,2,English,6,1,5,Make a simple sentence using the word 'boy'.
681,2,English,6,2,1,Make a simple sentence using the word 'farmer'.
682,2,English,6,2,2,Make a simple sentence using the word 'child'.
683,2,English,6,2,3,Make a simple sentence using the word 'bird'.
684,2,English,6,2,4,Make a simple sentence using the word 'boy'.
685,2,English,6,2,5,Make a simple sentence using the word 'girl'.
686,2,English,6,3,1,Make a simple sentence using the word 'child'.
687,2,English,6,3,2,Make a simple sentence using the word 'bird'.
688,2,English,6,3,3,Make a simple sentence using the word 'boy'.
689,2,English,6,3,4,Make a simple sentence using the word 'girl'.
690,2,English,6,3,5,Make a simple sentence using the word 'teacher'.
691,2,English,7,1,1,Make a simple sentence using the word 'farmer'.
692,2,English,7,1,2,Make a simple sentence using the word 'child'.
693,2,English,7,1,3,Make a simple sentence using the word 'bird'.
694,2,English,7,1,4,Make a simple sentence using the word 'boy'.
695,2,English,7,1,5,Make a simple sentence using the word 'girl'.
696,2,English,7,2,1,Make a simple sentence using the word 'child'.
697,2,English,7,2,2,Make a simple sentence using the word 'bird'.
698,2,English,7,2,3,Make a simple sentence using the word 'boy'.
699,2,English,7,2,4,Make a simple sentence using the word 'girl'.
700,2,English,7,2,5,Make a simple sentence using the word 'teacher'.
701,2,English,7,3,1,Make a simple sentence using the word 'bird'.
702,2,English,7,3,2,Make a simple sentence using the word 'boy'.
703,2,English,7,3,3,Make a simple sentence using the word 'girl'.
704,2,English,7,3,4,Make a simple sentence using the word 'teacher'.
705,2,English,7,3,5,Make a simple sentence using the word 'farmer'.
706,2,English,8,1,1,Make a simple sentence using the word 'child'.
707,2,English,8,1,2,Make a simple sentence using the word 'bird'.
708,2,English,8,1,3,Make a simple sentence using the word 'boy'.
709,2,English,8,1,4,Make a simple sentence using the word 'girl'.
710,2,English,8,1,5,Make a simple sentence using the word 'teacher'.
711,2,English,8,2,1,Make a simple sentence using the word 'bird'.
712,2,English,8,2,2,Make a simple sentence using the word 'boy'.
713,2,English,8,2,3,Make a simple sentence using the word 'girl'.
714,2,English,8,2,4,Make a simple sentence using the word 'teacher'.
715,2,English,8,2,5,Make a simple sentence using the word 'farmer'.
716,2,English,8,3,1,Make a simple sentence using the word 'boy'.
717,2,English,8,3,2,Make a simple sentence using the word 'girl'.
718,2,English,8,3,3,Make a simple sentence using the word 'teacher'.
719,2,English,8,3,4,Make a simple sentence using the word 'farmer'.
720,2,English,8,3,5,Make a simple sentence using the word 'child'.
721,2,English,9,1,1,Make a simple sentence using the word 'bird'.
722,2,English,9,1,2,Make a simple sentence using the word 'boy'.
723,2,English,9,1,3,Make a simple sentence using the word 'girl'.
724,2,English,9,1,4,Make a simple sentence using the word 'teacher'.
725,2,English,9,1,5,Make a simple sentence using the word 'farmer'.
726,2,English,9,2,1,Make a simple sentence using the word 'boy'.
727,2,English,9,2,2,Make a simple sentence using the word 'girl'.
728,2,English,9,2,3,Make a simple sentence using the word 'teacher'.
729,2,English,9,2,4,Make a simple sentence using the word 'farmer'.
730,2,English,9,2,5,Make a simple sentence using the word 'child'.
731,2,English,9,3,1,Make a simple sentence using the word 'girl'.
732,2,English,9,3,2,Make a simple sentence using the word 'teacher'.
733,2,English,9,3,3,Make a simple sentence using the word 'farmer'.
734,2,English,9,3,4,Make a simple sentence using the word 'child'.
735,2,English,9,3,5,Make a simple sentence using the word 'bird'.
736,2,English,10,1,1,Make a simple sentence using the word 'boy'.
737,2,English,10,1,2,Make a simple sentence using the word 'girl'.
738,2,English,10,1,3,Make a simple sentence using the word 'teacher'.
739,2,English,10,1,4,Make a simple sentence using the word 'farmer'.
740,2,English,10,1,5,Make a simple sentence using the word 'child'.
741,2,English,10,2,1,Make a simple sentence using the word 'girl'.
742,2,English,10,2,2,Make a simple sentence using the word 'teacher'.
743,2,English,10,2,3,Make a simple sentence using the word 'farmer'.
744,2,English,10,2,4,Make a simple sentence using the word 'child'.
745,2,English,10,2,5,Make a simple sentence using the word 'bird'.
746,2,English,10,3,1,Make a simple sentence using the word 'teacher'.
747,2,English,10,3,2,Make a simple sentence using the word 'farmer'.
748,2,English,10,3,3,Make a simple sentence using the word 'child'.
749,2,English,10,3,4,Make a simple sentence using the word 'bird'.
750,2,English,10,3,5,Make a simple sentence using the word 'boy'.
751,2,Science,1,1,1,Why do sunlight matter for life on Earth?
752,2,Science,1,1,2,Why do air matter for life on Earth?
753,2,Science,1,1,3,Why do plants matter for life on Earth?
754,2,Science,1,1,4,Why do animals matter for life on Earth?
755,2,Science,1,1,5,Why do water matter for life on Earth?
756,2,Science,1,2,1,Why do air matter for life on Earth?
757,2,Science,1,2,2,Why do plants matter for life on Earth?
758,2,Science,1,2,3,Why do animals matter for life on Earth?
759,2,Science,1,2,4,Why do water matter for life on Earth?
760,2,Science,1,2,5,Why do sunlight matter for life on Earth?
761,2,Science,1,3,1,Why do plants matter for life on Earth?
762,2,Science,1,3,2,Why do animals matter for life on Earth?
763,2,Science,1,3,3,Why do water matter for life on Earth?
764,2,Science,1,3,4,Why do sunlight matter for life on Earth?
765,2,Science,1,3,5,Why do air matter for life on Earth?
766,2,Science,2,1,1,Why do air matter for life on Earth?
767,2,Science,2,1,2,Why do plants matter for life on Earth?
768,2,Science,2,1,3,Why do animals matter for life on Earth?
769,2,Science,2,1,4,Why do water matter for life on Earth?
770,2,Science,2,1,5,Why do sunlight matter for life on Earth?
771,2,Science,2,2,1,Why do plants matter for life on Earth?
772,2,Science,2,2,2,Why do animals matter for life on Earth?
773,2,Science,2,2,3,Why do water matter for life on Earth?
774,2,Science,2,2,4,Why do sunlight matter for life on Earth?
775,2,Science,2,2,5,Why do air matter for life on Earth?
776,2,Science,2,3,1,Why do animals matter for life on Earth?
777,2,Science,2,3,2,Why do water matter for life on Earth?
778,2,Science,2,3,3,Why do sunlight matter for life on Earth?
779,2,Science,2,3,4,Why do air matter for life on Earth?
780,2,Science,2,3,5,Why do plants matter for life on Earth?
781,2,Science,3,1,1,Why do plants matter for life on Earth?
782,2,Science,3,1,2,Why do animals matter for life on Earth?
783,2,Science,3,1,3,Why do water matter for life on Earth?
784,2,Science,3,1,4,Why do sunlight matter for life on Earth?
785,2,Science,3,1,5,Why do air matter for life on Earth?
786,2,Science,3,2,1,Why do animals matter for life on Earth?
787,2,Science,3,2,2,Why do water matter for life on Earth?
788,2,Science,3,2,3,Why do sunlight matter for life on Earth?
789,2,Science,3,2,4,Why do air matter for life on Earth?
790,2,Science,3,2,5,Why do plants matter for life on Earth?
791,2,Science,3,3,1,Why do water matter for life on Earth?
792,2,Science,3,3,2,Why do sunlight matter for life on Earth?
793,2,Science,3,3,3,Why do air matter for life on Earth?
794,2,Science,3,3,4,Why do plants matter for life on Earth?
795,2,Science,3,3,5,Why do animals matter for life on Earth?
796,2,Science,4,1,1,Why do animals matter for life on Earth?
797,2,Science,4,1,2,Why do water matter for life on Earth?
798,2,Science,4,1,3,Why do sunlight matter for life on Earth?
799,2,Science,4,1,4,Why do air matter for life on Earth?
800,2,Science,4,1,5,Why do plants matter for life on Earth?
801,2,Science,4,2,1,Why do water matter for life on Earth?
802,2,Science,4,2,2,Why do sunlight matter for life on Earth?
803,2,Science,4,2,3,Why do air matter for life on Earth?
804,2,Science,4,2,4,Why do plants matter for life on Earth?
805,2,Science,4,2,5,Why do animals matter for life on Earth?
806,2,Science,4,3,1,Why do sunlight matter for life on Earth?
807,2,Science,4,3,2,Why do air matter for life on Earth?
808,2,Science,4,3,3,Why do plants matter for life on Earth?
809,2,Science,4,3,4,Why do animals matter for life on Earth?
810,2,Science,4,3,5,Why do water matter for life on Earth?
811,2,Science,5,1,1,Why do water matter for life on Earth?
812,2,Science,5,1,2,Why do sunlight matter for life on Earth?
813,2,Science,5,1,3,Why do air matter for life on Earth?
814,2,Science,5,1,4,Why do plants matter for life on Earth?
815,2,Science,5,1,5,Why do animals matter for life on Earth?
816,2,Science,5,2,1,Why do sunlight matter for life on Earth?
817,2,Science,5,2,2,Why do air matter for life on Earth?
818,2,Science,5,2,3,Why do plants matter for life on Earth?
819,2,Science,5,2,4,Why do animals matter for life on Earth?
820,2,Science,5,2,5,Why do water matter for life on Earth?
821,2,Science,5,3,1,Why do air matter for life on Earth?
822,2,Science,5,3,2,Why do plants matter for life on Earth?
823,2,Science,5,3,3,Why do animals matter for life on Earth?
824,2,Science,5,3,4,Why do water matter for life on Earth?
825,2,Science,5,3,5,Why do sunlight matter for life on Earth?
826,2,Science,6,1,1,Why do sunlight matter for life on Earth?
827,2,Science,6,1,2,Why do air matter for life on Earth?
828,2,Science,6,1,3,Why do plants matter for life on Earth?
829,2,Science,6,1,4,Why do animals matter for life on Earth?
830,2,Science,6,1,5,Why do water matter for life on Earth?
831,2,Science,6,2,1,Why do air matter for life on Earth?
832,2,Science,6,2,2,Why do plants matter for life on Earth?
833,2,Science,6,2,3,Why do animals matter for life on Earth?
834,2,Science,6,2,4,Why do water matter for life on Earth?
835,2,Science,6,2,5,Why do sunlight matter for life on Earth?
836,2,Science,6,3,1,Why do plants matter for life on Earth?
837,2,Science,6,3,2,Why do animals matter for life on Earth?
838,2,Science,6,3,3,Why do water matter for life on Earth?
839,2,Science,6,3,4,Why do sunlight matter for life on Earth?
840,2,Science,6,3,5,Why do air matter for life on Earth?
841,2,Science,7,1,1,Why do air matter for life on Earth?
842,2,Science,7,1,2,Why do plants matter for life on Earth?
843,2,Science,7,1,3,Why do animals matter for life on Earth?
844,2,Science,7,1,4,Why do water matter for life on Earth?
845,2,Science,7,1,5,Why do sunlight matter for life on Earth?
846,2,Science,7,2,1,Why do plants matter for life on Earth?
847,2,Science,7,2,2,Why do animals matter for life on Earth?
848,2,Science,7,2,3,Why do water matter for life on Earth?
849,2,Science,7,2,4,Why do sunlight matter for life on Earth?
850,2,Science,7,2,5,Why do air matter for life on Earth?
851,2,Science,7,3,1,Why do animals matter for life on Earth?
852,2,Science,7,3,2,Why do water matter for life on Earth?
853,2,Science,7,3,3,Why do sunlight matter for life on Earth?
854,2,Science,7,3,4,Why do air matter for life on Earth?
855,2,Science,7,3,5,Why do plants matter for life on Earth?
856,2,Science,8,1,1,Why do plants matter for life on Earth?
857,2,Science,8,1,2,Why do animals matter for life on Earth?
858,2,Science,8,1,3,Why do water matter for life on Earth?
859,2,Science,8,1,4,Why do sunlight matter for life on Earth?
860,2,Science,8,1,5,Why do air matter for life on Earth?
861,2,Science,8,2,1,Why do animals matter for life on Earth?
862,2,Science,8,2,2,Why do water matter for life on Earth?
863,2,Science,8,2,3,Why do sunlight matter for life on Earth?
864,2,Science,8,2,4,Why do air matter for life on Earth?
865,2,Science,8,2,5,Why do plants matter for life on Earth?
866,2,Science,8,3,1,Why do water matter for life on Earth?
867,2,Science,8,3,2,Why do sunlight matter for life on Earth?
868,2,Science,8,3,3,Why do air matter for life on Earth?
869,2,Science,8,3,4,Why do plants matter for life on Earth?
870,2,Science,8,3,5,Why do animals matter for life on Earth?
871,2,Science,9,1,1,Why do animals matter for life on Earth?
872,2,Science,9,1,2,Why do water matter for life on Earth?
873,2,Science,9,1,3,Why do sunlight matter for life on Earth?
874,2,Science,9,1,4,Why do air matter for life on Earth?
875,2,Science,9,1,5,Why do plants matter for life on Earth?
876,2,Science,9,2,1,Why do water matter for life on Earth?
877,2,Science,9,2,2,Why do sunlight matter for life on Earth?
878,2,Science,9,2,3,Why do air matter for life on Earth?
879,2,Science,9,2,4,Why do plants matter for life on Earth?
880,2,Science,9,2,5,Why do animals matter for life on Earth?
881,2,Science,9,3,1,Why do sunlight matter for life on Earth?
882,2,Science,9,3,2,Why do air matter for life on Earth?
883,2,Science,9,3,3,Why do plants matter for life on Earth?
884,2,Science,9,3,4,Why do animals matter for life on Earth?
885,2,Science,9,3,5,Why do water matter for life on Earth?
886,2,Science,10,1,1,Why do water matter for life on Earth?
887,2,Science,10,1,2,Why do sunlight matter for life on Earth?
888,2,Science,10,1,3,Why do air matter for life on Earth?
889,2,Science,10,1,4,Why do plants matter for life on Earth?
890,2,Science,10,1,5,Why do animals matter for life on Earth?
891,2,Science,10,2,1,Why do sunlight matter for life on Earth?
892,2,Science,10,2,2,Why do air matter for life on Earth?
893,2,Science,10,2,3,Why do plants matter for life on Earth?
894,2,Science,10,2,4,Why do animals matter for life on Earth?
895,2,Science,10,2,5,Why do water matter for life on Earth?
896,2,Science,10,3,1,Why do air matter for life on Earth?
897,2,Science,10,3,2,Why do plants matter for life on Earth?
898,2,Science,10,3,3,Why do animals matter for life on Earth?
899,2,Science,10,3,4,Why do water matter for life on Earth?
900,2,Science,10,3,5,Why do sunlight matter for life on Earth?
901,3,Math,1,1,1,What is 5 × 9?
902,3,Math,1,1,2,What is 6 × 2?
903,3,Math,1,1,3,What is 7 × 3?
904,3,Math,1,1,4,What is 8 × 4?
905,3,Math,1,1,5,What is 9 × 5?
906,3,Math,1,2,1,What is 6 × 3?
907,3,Math,1,2,2,What is 7 × 4?
908,3,Math,1,2,3,What is 8 × 5?
909,3,Math,1,2,4,What is 9 × 6?
910,3,Math,1,2,5,What is 10 × 7?
911,3,Math,1,3,1,What is 7 × 5?
912,3,Math,1,3,2,What is 8 × 6?
913,3,Math,1,3,3,What is 9 × 7?
914,3,Math,1,3,4,What is 10 × 8?
915,3,Math,1,3,5,What is 2 × 9?
916,3,Math,2,1,1,What is 6 × 5?
917,3,Math,2,1,2,What is 7 × 6?
918,3,Math,2,1,3,What is 8 × 7?
919,3,Math,2,1,4,What is 9 × 8?
920,3,Math,2,1,5,What is 10 × 9?
921,3,Math,2,2,1,What is 7 × 7?
922,3,Math,2,2,2,What is 8 × 8?
923,3,Math,2,2,3,What is 9 × 9?
924,3,Math,2,2,4,What is 10 × 2?
925,3,Math,2,2,5,What is 2 × 3?
926,3,Math,2,3,1,What is 8 × 9?
927,3,Math,2,3,2,What is 9 × 2?
928,3,Math,2,3,3,What is 10 × 3?
929,3,Math,2,3,4,What is 2 × 4?
930,3,Math,2,3,5,What is 3 × 5?
931,3,Math,3,1,1,What is 7 × 9?
932,3,Math,3,1,2,What is 8 × 2?
933,3,Math,3,1,3,What is 9 × 3?
934,3,Math,3,1,4,What is 10 × 4?
935,3,Math,3,1,5,What is 2 × 5?
936,3,Math,3,2,1,What is 8 × 3?
937,3,Math,3,2,2,What is 9 × 4?
938,3,Math,3,2,3,What is 10 × 5?
939,3,Math,3,2,4,What is 2 × 6?
940,3,Math,3,2,5,What is 3 × 7?
941,3,Math,3,3,1,What is 9 × 5?
942,3,Math,3,3,2,What is 10 × 6?
943,3,Math,3,3,3,What is 2 × 7?
944,3,Math,3,3,4,What is 3 × 8?
945,3,Math,3,3,5,What is 4 × 9?
946,3,Math,4,1,1,What is 8 × 5?
947,3,Math,4,1,2,What is 9 × 6?
948,3,Math,4,1,3,What is 10 × 7?
949,3,Math,4,1,4,What is 2 × 8?
950,3,Math,4,1,5,What is 3 × 9?
951,3,Math,4,2,1,What is 9 × 7?
952,3,Math,4,2,2,What is 10 × 8?
953,3,Math,4,2,3,What is 2 × 9?
954,3,Math,4,2,4,What is 3 × 2?
955,3,Math,4,2,5,What is 4 × 3?
956,3,Math,4,3,1,What is 10 × 9?
957,3,Math,4,3,2,What is 2 × 2?
958,3,Math,4,3,3,What is 3 × 3?
959,3,Math,4,3,4,What is 4 × 4?
960,3,Math,4,3,5,What is 5 × 5?
961,3,Math,5,1,1,What is 9 × 9?
962,3,Math,5,1,2,What is 10 × 2?
963,3,Math,5,1,3,What is 2 × 3?
964,3,Math,5,1,4,What is 3 × 4?
965,3,Math,5,1,5,What is 4 × 5?
966,3,Math,5,2,1,What is 10 × 3?
967,3,Math,5,2,2,What is 2 × 4?
968,3,Math,5,2,3,What is 3 × 5?
969,3,Math,5,2,4,What is 4 × 6?
970,3,Math,5,2,5,What is 5 × 7?
971,3,Math,5,3,1,What is 2 × 5?
972,3,Math,5,3,2,What is 3 × 6?
973,3,Math,5,3,3,What is 4 × 7?
974,3,Math,5,3,4,What is 5 × 8?
975,3,Math,5,3,5,What is 6 × 9?
976,3,Math,6,1,1,What is 10 × 5?
977,3,Math,6,1,2,What is 2 × 6?
978,3,Math,6,1,3,What is 3 × 7?
979,3,Math,6,1,4,What is 4 × 8?
980,3,Math,6,1,5,What is 5 × 9?
981,3,Math,6,2,1,What is 2 × 7?
982,3,Math,6,2,2,What is 3 × 8?
983,3,Math,6,2,3,What is 4 × 9?
984,3,Math,6,2,4,What is 5 × 2?
985,3,Math,6,2,5,What is 6 × 3?
986,3,Math,6,3,1,What is 3 × 9?
987,3,Math,6,3,2,What is 4 × 2?
988,3,Math,6,3,3,What is 5 × 3?
989,3,Math,6,3,4,What is 6 × 4?
990,3,Math,6,3,5,What is 7 × 5?
991,3,Math,7,1,1,What is 2 × 9?
992,3,Math,7,1,2,What is 3 × 2?
993,3,Math,7,1,3,What is 4 × 3?
994,3,Math,7,1,4,What is 5 × 4?
995,3,Math,7,1,5,What is 6 × 5?
996,3,Math,7,2,1,What is 3 × 3?
997,3,Math,7,2,2,What is 4 × 4?
998,3,Math,7,2,3,What is 5 × 5?
999,3,Math,7,2,4,What is 6 × 6?
1000,3,Math,7,2,5,What is 7 × 7?
1001,3,Math,7,3,1,What is 4 × 5?
1002,3,Math,7,3,2,What is 5 × 6?
1003,3,Math,7,3,3,What is 6 × 7?
1004,3,Math,7,3,4,What is 7 × 8?
1005,3,Math,7,3,5,What is 8 × 9?
1006,3,Math,8,1,1,What is 3 × 5?
1007,3,Math,8,1,2,What is 4 × 6?
1008,3,Math,8,1,3,What is 5 × 7?
1009,3,Math,8,1,4,What is 6 × 8?
1010,3,Math,8,1,5,What is 7 × 9?
1011,3,Math,8,2,1,What is 4 × 7?
1012,3,Math,8,2,2,What is 5 × 8?
1013,3,Math,8,2,3,What is 6 × 9?
1014,3,Math,8,2,4,What is 7 × 2?
1015,3,Math,8,2,5,What is 8 × 3?
1016,3,Math,8,3,1,What is 5 × 9?
1017,3,Math,8,3,2,What is 6 × 2?
1018,3,Math,8,3,3,What is 7 × 3?
1019,3,Math,8,3,4,What is 8 × 4?
1020,3,Math,8,3,5,What is 9 × 5?
1021,3,Math,9,1,1,What is 4 × 9?
1022,3,Math,9,1,2,What is 5 × 2?
1023,3,Math,9,1,3,What is 6 × 3?
1024,3,Math,9,1,4,What is 7 × 4?
1025,3,Math,9,1,5,What is 8 × 5?
1026,3,Math,9,2,1,What is 5 × 3?
1027,3,Math,9,2,2,What is 6 × 4?
1028,3,Math,9,2,3,What is 7 × 5?
1029,3,Math,9,2,4,What is 8 × 6?
1030,3,Math,9,2,5,What is 9 × 7?
1031,3,Math,9,3,1,What is 6 × 5?
1032,3,Math,9,3,2,What is 7 × 6?
1033,3,Math,9,3,3,What is 8 × 7?
1034,3,Math,9,3,4,What is 9 × 8?
1035,3,Math,9,3,5,What is 10 × 9?
1036,3,Math,10,1,1,What is 5 × 5?
1037,3,Math,10,1,2,What is 6 × 6?
1038,3,Math,10,1,3,What is 7 × 7?
1039,3,Math,10,1,4,What is 8 × 8?
1040,3,Math,10,1,5,What is 9 × 9?
1041,3,Math,10,2,1,What is 6 × 7?
1042,3,Math,10,2,2,What is 7 × 8?
1043,3,Math,10,2,3,What is 8 × 9?
1044,3,Math,10,2,4,What is 9 × 2?
1045,3,Math,10,2,5,What is 10 × 3?
1046,3,Math,10,3,1,What is 7 × 9?
1047,3,Math,10,3,2,What is 8 × 2?
1048,3,Math,10,3,3,What is 9 × 3?
1049,3,Math,10,3,4,What is 10 × 4?
1050,3,Math,10,3,5,What is 2 × 5?
1051,3,English,1,1,1,Write the past tense of 'write'.
1052,3,English,1,1,2,Write the past tense of 'sing'.
1053,3,English,1,1,3,Write the past tense of 'climb'.
1054,3,English,1,1,4,Write the past tense of 'run'.
1055,3,English,1,1,5,Write the past tense of 'jump'.
1056,3,English,1,2,1,Write the past tense of 'sing'.
1057,3,English,1,2,2,Write the past tense of 'climb'.
1058,3,English,1,2,3,Write the past tense of 'run'.
1059,3,English,1,2,4,Write the past tense of 'jump'.
1060,3,English,1,2,5,Write the past tense of 'read'.
1061,3,English,1,3,1,Write the past tense of 'climb'.
1062,3,English,1,3,2,Write the past tense of 'run'.
1063,3,English,1,3,3,Write the past tense of 'jump'.
1064,3,English,1,3,4,Write the past tense of 'read'.
1065,3,English,1,3,5,Write the past tense of 'write'.
1066,3,English,2,1,1,Write the past tense of 'sing'.
1067,3,English,2,1,2,Write the past tense of 'climb'.
1068,3,English,2,1,3,Write the past tense of 'run'.
1069,3,English,2,1,4,Write the past tense of 'jump'.
1070,3,English,2,1,5,Write the past tense of 'read'.
1071,3,English,2,2,1,Write the past tense of 'climb'.
1072,3,English,2,2,2,Write the past tense of 'run'.
1073,3,English,2,2,3,Write the past tense of 'jump'.
1074,3,English,2,2,4,Write the past tense of 'read'.
1075,3,English,2,2,5,Write the past tense of 'write'.
1076,3,English,2,3,1,Write the past tense of 'run'.
1077,3,English,2,3,2,Write the past tense of 'jump'.
1078,3,English,2,3,3,Write the past tense of 'read'.
1079,3,English,2,3,4,Write the past tense of 'write'.
1080,3,English,2,3,5,Write the past tense of 'sing'.
1081,3,English,3,1,1,Write the past tense of 'climb'.
1082,3,English,3,1,2,Write the past tense of 'run'.
